2024-12-08 23:16:45.506 | INFO     | __main__:run_server:295 - Starting MCP server basic-memory with database sqlite+aiosqlite:///./projects/basic-memory.db
2024-12-08 23:18:18.478 | DEBUG    | basic_memory.repository:create:68 - Creating Observation with data: {'entity_id': '20241209-first-light', 'content': 'Here marks the moment our knowledge graph takes root - where human creativity and AI capabilities join in genuine collaboration, each strengthening the other. May this be the first of many steps toward enhancing human agency through well-crafted tools.', 'context': None, 'created_at': datetime.datetime(2024, 12, 9, 5, 18, 18, 478661, tzinfo=datetime.timezone.utc)}
2024-12-08 23:18:18.478 | DEBUG    | basic_memory.repository:create:71 - Filtered data for valid columns: {'entity_id': '20241209-first-light', 'content': 'Here marks the moment our knowledge graph takes root - where human creativity and AI capabilities join in genuine collaboration, each strengthening the other. May this be the first of many steps toward enhancing human agency through well-crafted tools.', 'context': None, 'created_at': datetime.datetime(2024, 12, 9, 5, 18, 18, 478661, tzinfo=datetime.timezone.utc)}
2024-12-08 23:18:18.479 | DEBUG    | basic_memory.repository:create:77 - Created Observation: 3
2024-12-08 23:18:18.480 | DEBUG    | basic_memory.services.memory_service:create_entity_in_db:56 - Added 1 observations to 20241209-first-light
2024-12-08 23:18:18.480 | DEBUG    | basic_memory.services.memory_service:create_entity_in_db:61 - Added 0 relations for 20241209-first-light
2024-12-08 23:18:18.480 | DEBUG    | basic_memory.services.entity_service:get_entity:65 - Getting entity by ID: 20241209-first-light
2024-12-08 23:18:18.480 | DEBUG    | basic_memory.repository.entity_repository:find_by_id:21 - Finding entity by ID: 20241209-first-light
2024-12-08 23:18:18.481 | DEBUG    | basic_memory.repository.entity_repository:find_by_id:28 - Found base entity: 20241209-first-light
2024-12-08 23:18:18.482 | DEBUG    | basic_memory.repository:refresh:26 - Refreshing Entity instance: 20241209-first-light
2024-12-08 23:18:18.483 | DEBUG    | basic_memory.repository:refresh:29 - Refreshed relationships: ['observations', 'outgoing_relations', 'incoming_relations']
2024-12-08 23:18:18.483 | DEBUG    | basic_memory.repository.entity_repository:find_by_id:32 - Refreshed entity relationships: 20241209-first-light
2024-12-08 23:18:18.483 | DEBUG    | basic_memory.services.entity_service:get_entity:72 - Found entity: 20241209-first-light
2024-12-08 23:18:18.483 | DEBUG    | basic_memory.services.memory_service:create_entity_in_db:65 - Retrieved final entity state: Entity(id='20241209-first-light', name='First Light', type='milestone')
2024-12-08 23:18:18.483 | DEBUG    | basic_memory.services.memory_service:create_entities:75 - Successfully created 1 entities in DB
2024-12-08 23:18:18.483 | DEBUG    | __main__:handle_create_entities:75 - Created 1 entities
2024-12-08 23:18:18.484 | DEBUG    | __main__:handle_create_entities:79 - Formatted create_entities response
2024-12-08 23:18:18.484 | DEBUG    | __main__:create_response:50 - Creating MCP response from CreateEntitiesResponse
2024-12-08 23:18:18.484 | DEBUG    | __main__:create_response:59 - Created response: type='resource' resource=TextResourceContents(uri=AnyUrl('basic-memory://response'), mimeType='application/vnd.basic-memory+json', text='{"entities":[{"id":"20241209-first-light","name":"First Light","entity_type":"milestone","observations":[{"content":"Here marks the moment our knowledge graph takes root - where human creativity and AI capabilities join in genuine collaboration, each strengthening the other. May this be the first of many steps toward enhancing human agency through well-crafted tools.","context":null,"id":3}],"relations":[]}]}')
2024-12-08 23:18:18.484 | DEBUG    | __main__:handle_call_tool:268 - Tool create_entities completed successfully
2024-12-08 23:28:46.374 | INFO     | __main__:run_server:319 - Starting MCP server basic-memory
2024-12-08 23:28:46.374 | INFO     | __main__:run_server:320 - Database URL: sqlite+aiosqlite:///./projects/basic-memory.db
2024-12-08 23:28:46.374 | INFO     | __main__:run_server:321 - Database absolute path: /Users/phernandez/dev/basicmachines/basic-memory/projects/basic-memory.db
2024-12-08 23:28:49.129 | DEBUG    | __main__:handle_list_tools:210 - Listing available tools
2024-12-08 23:28:49.134 | DEBUG    | __main__:handle_list_tools:248 - Returning 7 available tools
2024-12-08 23:46:37.192 | INFO     | __main__:run_server:318 - Starting MCP server basic-memory
2024-12-08 23:46:37.192 | INFO     | __main__:run_server:319 - Database URL: sqlite+aiosqlite:////Users/phernandez/.basic-memory/projects/default/data/memory.db
2024-12-08 23:46:39.757 | DEBUG    | __main__:handle_list_tools:210 - Listing available tools
2024-12-08 23:46:39.760 | DEBUG    | __main__:handle_list_tools:248 - Returning 7 available tools
2024-12-08 23:46:40.539 | DEBUG    | __main__:handle_list_tools:210 - Listing available tools
2024-12-08 23:46:40.557 | DEBUG    | __main__:handle_list_tools:248 - Returning 7 available tools
2024-12-08 23:49:25.573 | INFO     | __main__:run_server:318 - Starting MCP server basic-memory
2024-12-08 23:49:25.573 | INFO     | __main__:run_server:318 - Starting MCP server basic-memory
2024-12-08 23:49:25.573 | INFO     | __main__:run_server:319 - Database URL: sqlite+aiosqlite:////Users/phernandez/.basic-memory/projects/default/data/memory.db
2024-12-08 23:49:25.573 | INFO     | __main__:run_server:319 - Database URL: sqlite+aiosqlite:////Users/phernandez/.basic-memory/projects/default/data/memory.db
2024-12-08 23:49:25.580 | DEBUG    | __main__:handle_list_tools:210 - Listing available tools
2024-12-08 23:49:25.583 | DEBUG    | __main__:handle_list_tools:248 - Returning 7 available tools
2024-12-08 23:49:25.987 | DEBUG    | __main__:handle_list_tools:210 - Listing available tools
2024-12-08 23:49:25.990 | DEBUG    | __main__:handle_list_tools:248 - Returning 7 available tools
2024-12-08 23:49:26.041 | DEBUG    | __main__:handle_list_tools:210 - Listing available tools
2024-12-08 23:49:26.043 | DEBUG    | __main__:handle_list_tools:248 - Returning 7 available tools
2024-12-08 23:49:26.053 | DEBUG    | __main__:handle_list_tools:210 - Listing available tools
2024-12-08 23:49:26.056 | DEBUG    | __main__:handle_list_tools:248 - Returning 7 available tools
2024-12-08 23:49:26.118 | DEBUG    | __main__:handle_list_tools:210 - Listing available tools
2024-12-08 23:49:26.122 | DEBUG    | __main__:handle_list_tools:248 - Returning 7 available tools
2024-12-08 23:49:26.123 | DEBUG    | __main__:handle_list_tools:210 - Listing available tools
2024-12-08 23:49:26.126 | DEBUG    | __main__:handle_list_tools:248 - Returning 7 available tools
2024-12-08 23:49:26.141 | DEBUG    | __main__:handle_list_tools:210 - Listing available tools
2024-12-08 23:49:26.144 | DEBUG    | __main__:handle_list_tools:248 - Returning 7 available tools
2024-12-08 23:49:56.816 | INFO     | __main__:run_server:318 - Starting MCP server basic-memory
2024-12-08 23:49:56.817 | INFO     | __main__:run_server:319 - Database URL: sqlite+aiosqlite:////Users/phernandez/.basic-memory/projects/default/data/memory.db
2024-12-08 23:49:56.831 | INFO     | __main__:run_server:318 - Starting MCP server basic-memory
2024-12-08 23:49:56.831 | INFO     | __main__:run_server:319 - Database URL: sqlite+aiosqlite:////Users/phernandez/.basic-memory/projects/default/data/memory.db
2024-12-08 23:49:56.946 | DEBUG    | __main__:handle_list_tools:210 - Listing available tools
2024-12-08 23:49:56.954 | DEBUG    | __main__:handle_list_tools:248 - Returning 7 available tools
2024-12-08 23:49:57.041 | INFO     | __main__:run_server:318 - Starting MCP server basic-memory
2024-12-08 23:49:57.041 | INFO     | __main__:run_server:319 - Database URL: sqlite+aiosqlite:////Users/phernandez/.basic-memory/projects/default/data/memory.db
2024-12-08 23:49:57.062 | DEBUG    | __main__:handle_list_tools:210 - Listing available tools
2024-12-08 23:49:57.078 | DEBUG    | __main__:handle_list_tools:248 - Returning 7 available tools
2024-12-08 23:49:57.098 | DEBUG    | __main__:handle_list_tools:210 - Listing available tools
2024-12-08 23:49:57.133 | DEBUG    | __main__:handle_list_tools:248 - Returning 7 available tools
2024-12-08 23:49:57.263 | INFO     | __main__:run_server:318 - Starting MCP server basic-memory
2024-12-08 23:49:57.263 | INFO     | __main__:run_server:319 - Database URL: sqlite+aiosqlite:////Users/phernandez/.basic-memory/projects/default/data/memory.db
2024-12-08 23:49:57.511 | DEBUG    | __main__:handle_list_tools:210 - Listing available tools
2024-12-08 23:49:57.515 | DEBUG    | __main__:handle_list_tools:248 - Returning 7 available tools
2024-12-08 23:49:57.522 | DEBUG    | __main__:handle_list_tools:210 - Listing available tools
2024-12-08 23:49:57.534 | DEBUG    | __main__:handle_list_tools:248 - Returning 7 available tools
2024-12-08 23:49:57.545 | DEBUG    | __main__:handle_list_tools:210 - Listing available tools
2024-12-08 23:49:57.561 | DEBUG    | __main__:handle_list_tools:248 - Returning 7 available tools
2024-12-08 23:49:58.263 | DEBUG    | __main__:handle_list_tools:210 - Listing available tools
2024-12-08 23:49:58.267 | DEBUG    | __main__:handle_list_tools:248 - Returning 7 available tools
2024-12-08 23:50:38.382 | INFO     | __main__:run_server:318 - Starting MCP server basic-memory
2024-12-08 23:50:38.383 | INFO     | __main__:run_server:319 - Database URL: sqlite+aiosqlite:////Users/phernandez/.basic-memory/projects/default/data/memory.db
2024-12-08 23:50:38.389 | DEBUG    | __main__:handle_list_tools:210 - Listing available tools
2024-12-08 23:50:38.392 | DEBUG    | __main__:handle_list_tools:248 - Returning 7 available tools
2024-12-08 23:50:38.392 | INFO     | __main__:run_server:318 - Starting MCP server basic-memory
2024-12-08 23:50:38.392 | INFO     | __main__:run_server:319 - Database URL: sqlite+aiosqlite:////Users/phernandez/.basic-memory/projects/default/data/memory.db
2024-12-08 23:50:38.398 | DEBUG    | __main__:handle_list_tools:210 - Listing available tools
2024-12-08 23:50:38.401 | DEBUG    | __main__:handle_list_tools:248 - Returning 7 available tools
2024-12-08 23:50:38.831 | DEBUG    | __main__:handle_list_tools:210 - Listing available tools
2024-12-08 23:50:38.834 | DEBUG    | __main__:handle_list_tools:248 - Returning 7 available tools
2024-12-08 23:50:38.943 | DEBUG    | __main__:handle_list_tools:210 - Listing available tools
2024-12-08 23:50:38.947 | DEBUG    | __main__:handle_list_tools:248 - Returning 7 available tools
2024-12-08 23:50:38.980 | DEBUG    | __main__:handle_list_tools:210 - Listing available tools
2024-12-08 23:50:38.984 | DEBUG    | __main__:handle_list_tools:248 - Returning 7 available tools
2024-12-08 23:50:39.014 | DEBUG    | __main__:handle_list_tools:210 - Listing available tools
2024-12-08 23:50:39.018 | DEBUG    | __main__:handle_list_tools:248 - Returning 7 available tools
2024-12-08 23:50:39.019 | DEBUG    | __main__:handle_list_tools:210 - Listing available tools
2024-12-08 23:50:39.022 | DEBUG    | __main__:handle_list_tools:248 - Returning 7 available tools
2024-12-08 23:50:39.028 | DEBUG    | __main__:handle_list_tools:210 - Listing available tools
2024-12-08 23:50:39.032 | DEBUG    | __main__:handle_list_tools:248 - Returning 7 available tools
2024-12-08 23:51:06.582 | INFO     | __main__:run_server:318 - Starting MCP server basic-memory
2024-12-08 23:51:06.582 | INFO     | __main__:run_server:319 - Database URL: sqlite+aiosqlite:////Users/phernandez/.basic-memory/projects/default/data/memory.db
2024-12-08 23:51:06.712 | DEBUG    | __main__:handle_list_tools:210 - Listing available tools
2024-12-08 23:51:06.723 | DEBUG    | __main__:handle_list_tools:248 - Returning 7 available tools
2024-12-08 23:51:06.794 | DEBUG    | __main__:handle_list_tools:210 - Listing available tools
2024-12-08 23:51:06.800 | DEBUG    | __main__:handle_list_tools:248 - Returning 7 available tools
2024-12-08 23:51:06.932 | DEBUG    | __main__:handle_list_tools:210 - Listing available tools
2024-12-08 23:51:06.935 | DEBUG    | __main__:handle_list_tools:248 - Returning 7 available tools
2024-12-08 23:51:06.939 | DEBUG    | __main__:handle_list_tools:210 - Listing available tools
2024-12-08 23:51:06.944 | DEBUG    | __main__:handle_list_tools:248 - Returning 7 available tools
2024-12-08 23:51:06.949 | DEBUG    | __main__:handle_list_tools:210 - Listing available tools
2024-12-08 23:51:06.952 | DEBUG    | __main__:handle_list_tools:248 - Returning 7 available tools
2024-12-08 23:51:07.047 | INFO     | __main__:run_server:318 - Starting MCP server basic-memory
2024-12-08 23:51:07.047 | INFO     | __main__:run_server:319 - Database URL: sqlite+aiosqlite:////Users/phernandez/.basic-memory/projects/default/data/memory.db
2024-12-08 23:51:07.136 | DEBUG    | __main__:handle_list_tools:210 - Listing available tools
2024-12-08 23:51:07.149 | DEBUG    | __main__:handle_list_tools:248 - Returning 7 available tools
2024-12-08 23:51:07.272 | DEBUG    | __main__:handle_list_tools:210 - Listing available tools
2024-12-08 23:51:07.274 | DEBUG    | __main__:handle_list_tools:248 - Returning 7 available tools
2024-12-08 23:51:07.302 | DEBUG    | __main__:handle_list_tools:210 - Listing available tools
2024-12-08 23:51:07.306 | DEBUG    | __main__:handle_list_tools:248 - Returning 7 available tools
2024-12-08 23:51:07.399 | DEBUG    | __main__:handle_list_tools:210 - Listing available tools
2024-12-08 23:51:07.402 | DEBUG    | __main__:handle_list_tools:248 - Returning 7 available tools
2024-12-08 23:51:07.479 | DEBUG    | __main__:handle_list_tools:210 - Listing available tools
2024-12-08 23:51:07.484 | DEBUG    | __main__:handle_list_tools:248 - Returning 7 available tools
2024-12-08 23:51:07.547 | INFO     | __main__:run_server:318 - Starting MCP server basic-memory
2024-12-08 23:51:07.547 | INFO     | __main__:run_server:319 - Database URL: sqlite+aiosqlite:////Users/phernandez/.basic-memory/projects/default/data/memory.db
2024-12-08 23:51:07.552 | DEBUG    | __main__:handle_list_tools:210 - Listing available tools
2024-12-08 23:51:07.555 | DEBUG    | __main__:handle_list_tools:248 - Returning 7 available tools
2024-12-08 23:51:07.583 | INFO     | __main__:run_server:318 - Starting MCP server basic-memory
2024-12-08 23:51:07.584 | INFO     | __main__:run_server:319 - Database URL: sqlite+aiosqlite:////Users/phernandez/.basic-memory/projects/default/data/memory.db
2024-12-08 23:51:07.597 | DEBUG    | __main__:handle_list_tools:210 - Listing available tools
2024-12-08 23:51:07.602 | DEBUG    | __main__:handle_list_tools:248 - Returning 7 available tools
2024-12-08 23:51:07.619 | DEBUG    | __main__:handle_list_tools:210 - Listing available tools
2024-12-08 23:51:07.622 | DEBUG    | __main__:handle_list_tools:248 - Returning 7 available tools
2024-12-08 23:51:07.694 | DEBUG    | __main__:handle_list_tools:210 - Listing available tools
2024-12-08 23:51:07.700 | DEBUG    | __main__:handle_list_tools:248 - Returning 7 available tools
2024-12-08 23:51:07.907 | DEBUG    | __main__:handle_list_tools:210 - Listing available tools
2024-12-08 23:51:07.909 | DEBUG    | __main__:handle_list_tools:248 - Returning 7 available tools
2024-12-08 23:51:07.976 | DEBUG    | __main__:handle_list_tools:210 - Listing available tools
2024-12-08 23:51:08.006 | DEBUG    | __main__:handle_list_tools:248 - Returning 7 available tools
2024-12-08 23:51:08.107 | DEBUG    | __main__:handle_list_tools:210 - Listing available tools
2024-12-08 23:51:08.109 | DEBUG    | __main__:handle_list_tools:248 - Returning 7 available tools
2024-12-08 23:51:08.122 | DEBUG    | __main__:handle_list_tools:210 - Listing available tools
2024-12-08 23:51:08.126 | DEBUG    | __main__:handle_list_tools:248 - Returning 7 available tools
2024-12-08 23:51:08.176 | DEBUG    | __main__:handle_list_tools:210 - Listing available tools
2024-12-08 23:51:08.179 | DEBUG    | __main__:handle_list_tools:248 - Returning 7 available tools
2024-12-08 23:51:08.203 | DEBUG    | __main__:handle_list_tools:210 - Listing available tools
2024-12-08 23:51:08.206 | DEBUG    | __main__:handle_list_tools:248 - Returning 7 available tools
2024-12-08 23:51:42.428 | DEBUG    | __main__:handle_call_tool:260 - Handling tool call: create_entities with args: {'entities': [{'name': 'Service_Launch_Milestone', 'entityType': 'Event', 'observations': ['Successfully launched the basic-memory service', 'Represents first working implementation of the system', 'Integrates SQLite database with knowledge graph structure', 'Achievement reached on December 8, 2024']}]}
2024-12-08 23:51:42.451 | DEBUG    | basic_memory.repository:__init__:21 - Initialized EntityRepository for Entity
2024-12-08 23:51:42.451 | DEBUG    | basic_memory.repository:__init__:22 - Valid columns: ['id', 'name', 'entity_type', 'description', 'references', 'created_at', 'updated_at']
2024-12-08 23:51:42.451 | DEBUG    | basic_memory.repository.entity_repository:__init__:17 - Initialized EntityRepository
2024-12-08 23:51:42.451 | DEBUG    | basic_memory.repository:__init__:21 - Initialized ObservationRepository for Observation
2024-12-08 23:51:42.451 | DEBUG    | basic_memory.repository:__init__:22 - Valid columns: ['id', 'entity_id', 'content', 'created_at', 'context']
2024-12-08 23:51:42.451 | DEBUG    | basic_memory.repository:__init__:21 - Initialized RelationRepository for Relation
2024-12-08 23:51:42.451 | DEBUG    | basic_memory.repository:__init__:22 - Valid columns: ['id', 'from_id', 'to_id', 'relation_type', 'created_at', 'context']
2024-12-08 23:51:42.451 | DEBUG    | basic_memory.services.entity_service:__init__:23 - Initialized EntityService with path: /Users/phernandez/.basic-memory/projects/default
2024-12-08 23:51:42.451 | DEBUG    | basic_memory.services.memory_service:__init__:30 - Initialized MemoryService with path: /Users/phernandez/.basic-memory/projects/default
2024-12-08 23:51:42.451 | DEBUG    | __main__:handle_create_entities:70 - Creating entities with args: {'entities': [{'name': 'Service_Launch_Milestone', 'entityType': 'Event', 'observations': ['Successfully launched the basic-memory service', 'Represents first working implementation of the system', 'Integrates SQLite database with knowledge graph structure', 'Achievement reached on December 8, 2024']}]}
2024-12-08 23:51:42.453 | ERROR    | __main__:handle_call_tool:273 - Invalid parameters for create_entities: 4 validation errors for CreateEntitiesInput
entities.0.observations.0
  Input should be a valid dictionary or instance of ObservationIn [type=model_type, input_value='Successfully launched the basic-memory service', input_type=str]
    For further information visit https://errors.pydantic.dev/2.10/v/model_type
entities.0.observations.1
  Input should be a valid dictionary or instance of ObservationIn [type=model_type, input_value='Represents first working...mentation of the system', input_type=str]
    For further information visit https://errors.pydantic.dev/2.10/v/model_type
entities.0.observations.2
  Input should be a valid dictionary or instance of ObservationIn [type=model_type, input_value='Integrates SQLite databa...owledge graph structure', input_type=str]
    For further information visit https://errors.pydantic.dev/2.10/v/model_type
entities.0.observations.3
  Input should be a valid dictionary or instance of ObservationIn [type=model_type, input_value='Achievement reached on December 8, 2024', input_type=str]
    For further information visit https://errors.pydantic.dev/2.10/v/model_type
2024-12-08 23:51:47.299 | DEBUG    | __main__:handle_call_tool:260 - Handling tool call: create_entities with args: {'entities': [{'name': 'Service_Launch_Milestone', 'entityType': 'Event', 'observations': [{'content': 'Successfully launched the basic-memory service'}, {'content': 'Represents first working implementation of the system'}, {'content': 'Integrates SQLite database with knowledge graph structure'}, {'content': 'Achievement reached on December 8, 2024'}]}]}
2024-12-08 23:51:47.301 | DEBUG    | basic_memory.repository:__init__:21 - Initialized EntityRepository for Entity
2024-12-08 23:51:47.301 | DEBUG    | basic_memory.repository:__init__:22 - Valid columns: ['id', 'name', 'entity_type', 'description', 'references', 'created_at', 'updated_at']
2024-12-08 23:51:47.301 | DEBUG    | basic_memory.repository.entity_repository:__init__:17 - Initialized EntityRepository
2024-12-08 23:51:47.301 | DEBUG    | basic_memory.repository:__init__:21 - Initialized ObservationRepository for Observation
2024-12-08 23:51:47.302 | DEBUG    | basic_memory.repository:__init__:22 - Valid columns: ['id', 'entity_id', 'content', 'created_at', 'context']
2024-12-08 23:51:47.302 | DEBUG    | basic_memory.repository:__init__:21 - Initialized RelationRepository for Relation
2024-12-08 23:51:47.302 | DEBUG    | basic_memory.repository:__init__:22 - Valid columns: ['id', 'from_id', 'to_id', 'relation_type', 'created_at', 'context']
2024-12-08 23:51:47.302 | DEBUG    | basic_memory.services.entity_service:__init__:23 - Initialized EntityService with path: /Users/phernandez/.basic-memory/projects/default
2024-12-08 23:51:47.302 | DEBUG    | basic_memory.services.memory_service:__init__:30 - Initialized MemoryService with path: /Users/phernandez/.basic-memory/projects/default
2024-12-08 23:51:47.302 | DEBUG    | __main__:handle_create_entities:70 - Creating entities with args: {'entities': [{'name': 'Service_Launch_Milestone', 'entityType': 'Event', 'observations': [{'content': 'Successfully launched the basic-memory service'}, {'content': 'Represents first working implementation of the system'}, {'content': 'Integrates SQLite database with knowledge graph structure'}, {'content': 'Achievement reached on December 8, 2024'}]}]}
2024-12-08 23:51:47.302 | DEBUG    | __main__:handle_create_entities:72 - Validated input: 1 entities
2024-12-08 23:51:47.302 | DEBUG    | basic_memory.services.memory_service:create_entities:34 - Creating 1 entities
2024-12-08 23:51:47.302 | DEBUG    | basic_memory.services.memory_service:create_entities:43 - Starting parallel file writes
2024-12-08 23:51:47.302 | DEBUG    | basic_memory.services.memory_service:write_file:38 - Writing entity file for 20241209-service_launch_milestone
2024-12-08 23:51:47.304 | DEBUG    | basic_memory.services.memory_service:write_file:40 - Wrote entity file: /Users/phernandez/.basic-memory/projects/default/entities/20241209-service_launch_milestone.md
2024-12-08 23:51:47.304 | DEBUG    | basic_memory.services.memory_service:create_entities:45 - Completed all file writes
2024-12-08 23:51:47.304 | DEBUG    | basic_memory.services.memory_service:create_entities:72 - Starting DB updates
2024-12-08 23:51:47.304 | DEBUG    | basic_memory.services.memory_service:create_entity_in_db:48 - Creating entity in DB: 20241209-service_launch_milestone
2024-12-08 23:51:47.304 | DEBUG    | basic_memory.services.entity_service:create_entity:41 - Creating entity in DB: 20241209-service_launch_milestone
2024-12-08 23:51:47.304 | DEBUG    | basic_memory.services.entity_service:create_entity:50 - Base entity data: {'id': '20241209-service_launch_milestone', 'name': 'Service_Launch_Milestone', 'entity_type': 'Event', 'created_at': datetime.datetime(2024, 12, 9, 5, 51, 47, 304211, tzinfo=datetime.timezone.utc)}
2024-12-08 23:51:47.304 | DEBUG    | basic_memory.repository:create:68 - Creating Entity with data: {'id': '20241209-service_launch_milestone', 'name': 'Service_Launch_Milestone', 'entity_type': 'Event', 'created_at': datetime.datetime(2024, 12, 9, 5, 51, 47, 304211, tzinfo=datetime.timezone.utc)}
2024-12-08 23:51:47.304 | DEBUG    | basic_memory.repository:create:71 - Filtered data for valid columns: {'id': '20241209-service_launch_milestone', 'name': 'Service_Launch_Milestone', 'entity_type': 'Event', 'created_at': datetime.datetime(2024, 12, 9, 5, 51, 47, 304211, tzinfo=datetime.timezone.utc)}
2024-12-08 23:51:47.311 | DEBUG    | basic_memory.repository:create:77 - Created Entity: 20241209-service_launch_milestone
2024-12-08 23:51:47.312 | DEBUG    | basic_memory.services.entity_service:create_entity:53 - Created base entity: 20241209-service_launch_milestone
2024-12-08 23:51:47.312 | DEBUG    | basic_memory.repository:refresh:26 - Refreshing Entity instance: 20241209-service_launch_milestone
2024-12-08 23:51:47.317 | DEBUG    | basic_memory.repository:refresh:29 - Refreshed relationships: ['observations', 'outgoing_relations', 'incoming_relations']
2024-12-08 23:51:47.318 | DEBUG    | basic_memory.services.entity_service:create_entity:56 - Refreshed entity relationships: 20241209-service_launch_milestone
2024-12-08 23:51:47.318 | DEBUG    | basic_memory.services.memory_service:create_entity_in_db:52 - Created base entity: 20241209-service_launch_milestone
